id,playerid,spin,zone,hit,score
277,2,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
278,1,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
279,2,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
280,1,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
281,2,LD,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
282,1,LD,3,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
283,2,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
284,1,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
285,2,LD,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
286,1,RU,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
287,2,LD,2,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
288,1,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
289,2,US,1,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
290,1,DS,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
291,2,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
292,1,US,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
293,2,DS,3,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
294,1,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
295,2,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
296,1,US,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
297,1,DS,1,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
298,2,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
299,1,RD,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
300,2,RD,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
301,1,LD,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
302,2,LS,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
303,1,US,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
304,1,DS,3,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
305,2,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
306,1,US,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
307,2,LD,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
308,1,NS,5,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
309,2,US,1,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
310,1,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
311,2,LU,3,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
312,1,DS,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
313,2,US,5,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
314,1,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
315,2,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
316,1,RU,1,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
317,2,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
318,1,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
319,2,RU,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
320,1,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
321,2,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
322,1,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
323,2,US,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
324,2,NS,3,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
325,1,LU,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
326,2,LU,5,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
327,1,US,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
328,1,RD,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
329,1,LD,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
330,2,LD,5,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
331,1,US,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
332,2,RS,4,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
333,1,US,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
334,2,DS,6,True,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
335,1,DS,0,False,"{1: [12, 4, 11, 11, 5], 2: [14, 11, 7, 1, 11]}"
